doc_id,sentence,spanish_sentence,arabic_sentence,chinese_sentence,japanese_sentence,back_to_english_sentence
315,"Mate, IRL you fold faster than a Walmart chair","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","أحب, في الحياة الحقيقية, تزداد سرعةك في الدوران أكثر من كرسي في وول مارت.",我喜欢，生活中，速度比沃尔玛的轮椅快。,私は、生活の中で、スピードはウォルマートの電動車いすよりも速い。,I am faster than a motorized cart at Walmart in my daily life.
316,"Homie, lowkey flexin’","Amigo, bajo la mesa estoy mostrando algo.",أحبك، تحت الطاولة أنا أظهر لك شيئًا.,我爱你，桌子下面我给你看了什么。,私はあなたを愛している、机の下であなたに見せたものは何だった。,"I love you, what was it that I showed you under the desk."
317,"Dude, you ghosted again","Hombre, me has vuelto a esconder.",أنا رجل، أخفيتك مرة أخرى.,我是一个男人，我再次背叛了你。,私は男の人です。私がまたあなたを裏切った。,I am a man. I betrayed you again.
318,"Dude, whole squad waitin’","Hombre, toda la escuadra está esperando.",أهلاً بكم، كل الفريق ينتظر.,欢迎你们，所有团队都在等待。,ようこそ、全てのチームは待っています。,"Welcome, all teams are waiting for you."
319,"Fam, big yikes","Amigo, eso es un gran problema.",أحبك، هذا مشكلة كبيرة.,我爱你，这是一个很大的问题。,私はあなたを愛しているが、これは大きな問題だ。,"I love you, but this is a big problem."
320,"Sis, stop cappin’, lowkey annoyed","Hermana, deja de hablar por hablar, estoy un poco molesta.",أختي، توقف عن الكلام، أنا قليلاً غاضبة.,我的妹妹，請你停一下，不要再說了，我稍微生氣了。,私の妹は、ちょっと待って、もう言うな、私は少し怒っている。,"My sister says, wait a minute, don't say anything else, I'm a bit angry."
321,"Bro, stop cappin’, lowkey annoyed","Hombre, deja de hablar por hablar, estoy un poco molesto.","أهلاً بكم,  إنه من الأفضل أن تتحدث بجدية, أنا قليلًا متوتر.","欢迎你们,  他说得很好, 我有点紧张。",ようこそ、  彼はとてもうまく話す、 私は少し緊張している。,"Welcome, he speaks very well, I am a bit nervous."
322,"Homie, stop cappin’, lowkey annoyed","Amigo, detente con eso, estoy un poco molesto.","أهلاً يابن الحبيب, اتركني, أنا قليلًا غاضب.",欢迎你，亲爱的儿子，别烦我，我有点生气。,あなたを歓迎します、愛する息子、少し怒っていますから、困るな。,"I welcome you, my beloved son, I'm a bit angry so be careful."
323,"Yo, this vibe is straight mid","Yo, esta vibra es directa y del medio.",أنا، هذه الفائقة مباشرة ووسطى.,我是直接和中立的。,私は直接かつ中立的なものである。,I am direct and neutral.
324,"Bro, IRL you fold faster than a Walmart chair","Hombre, en la vida real, doblas más rápido que una silla de Walmart.",أنا رجل، في الحياة الحقيقية، أضرب أكثر من مرة من كرسي وول مارت.,我是一个男人，在现实生活中，我在沃尔玛的椅子上打过多次。,私は男性です。現実の生活の中で私はウォルマートの椅子で何度も打ったことがあります。,"I am a man. In real life, I have hit a Walmart chair many times."
325,"Sis, IRL you fold faster than a Walmart chair","Sí, en la vida real, doblas más rápido que una silla de Walmart.",نعم، في الحياة الحقيقية، تدوّرت أكثر من كرسي في وول مارت.,是的，在现实生活中，沃尔玛有很多座位。,実際には、現実の生活の中でウォルマートは多くの席がある。,"In reality, Walmart has many locations in real life."
326,"Bruh, pull up or stay sus","Hombre, ven acá o quédate sus.",إنسان، جاء هنا أو ماذا تفعل.,人类，来了还是干什么。,人間、来たの？何をするの？,Who's that? What are you doing?
327,"Bruh, IRL you fold faster than a Walmart chair","Hombre, en la vida real, doblas más rápido que una silla de Walmart.",أنا رجل، في الحياة الحقيقية، أضرب أكثر من مرة من كرسي وول مارت.,我是一个男人，在现实生活中，我在沃尔玛的椅子上打过多次。,私は男性です。現実の生活の中で私はウォルマートの椅子で何度も打ったことがあります。,"I am a man. In real life, I have hit a Walmart chair many times."
328,"Sis, stop cappin’, lowkey annoyed","Hermana, deja de hablar por hablar, estoy un poco molesta.",أختي، توقف عن الكلام، أنا قليلاً غاضبة.,我的妹妹，請你停一下，我的情绪有点激动。,私の妹は、ちょっと待ってください。私は感情が激しいです。,"My sister, please wait a moment. I'm very emotional."
329,"Fam, this vibe is straight mid","Hombre, esta onda es completamente normal.",إنسان، هذه موجة تماماً طبيعية.,人类，这是一种完全自然的现象。,人間は、完全に自然な現象の一種である。,Humans are a kind of completely natural phenomenon.
330,"Homie, you ghosted again","Amigo, me has vuelto a esconder.",أحبك، لقد اختفيت عنك مرة أخرى.,我爱你，已经再次消失了。,私はあなたを愛しているがもう一度失われた。,"I love you, but you are lost to me again."
331,"Yo, lowkey flexin’","Yo, estoy mostrando un poco de orgullo.","أنا, أظهر بعض الشغف.","我, 表现出了一些兴趣。",私は少しの興味を示した。,I showed a little interest.
332,"Fam, big yikes","Amigo, eso es un gran problema.",أحبك، هذا مشكلة كبيرة.,我爱你，这是一个很大的问题。,私はあなたを愛しているが、これは大きな問題だ。,"I love you, but this is a big problem."
333,"Sis, IRL you fold faster than a Walmart chair","Sí, en la vida real, doblas más rápido que una silla de Walmart.",نعم، في الحياة الحقيقية، تدوّرت أكثر من كرسي في وول مارت.,是的，在现实生活中，沃尔玛有很多座位。,実際には、現実の生活の中でウォルマートは多くの席がある。,"In reality, Walmart has many locations in real life."
334,"Sis, whole squad waitin’","Hermano, toda la plantilla está esperando.","أخ, كل الفريق ينتظر.","兄弟, 全队都在等待。",兄弟、全員が待っている。,All my brothers are waiting.
335,"Sis, skibidi outta here, sigma style","Sí, skibidi, vámonos de aquí, estilo sigma",نعم، سكبيدي، هيا بنا من هنا، أسلوب سيغما,是的，斯基比迪，走吧，我们从这里开始，Sigma风格,はい、スキバイ、行くぞ、ここから始める、シグマスタイル,"Yes, let's go skiing, here we start, Sigma style."
336,"Bruh, you ghosted again","Hombre, me has vuelto a dejar de lado de nuevo.",إنسان، أهملتني مرة أخرى.,人类，还是忽视了我。,人間は私を無視した。,People ignored me.
337,"Homie, touch some grass","Amigo, toca un poco de hierba","أحبك, أضرب قليلا من الخشخاش",我爱你，抽一点大麻,私はあなたを愛している、ちょっと大麻を吸う,"I love you, but I'm also smoking a little marijuana."
338,"Mate, pull up or stay sus","Amigo, sube o quédate aquí.",أهلاً أصدقائي، ارجع أو ماذا تفعل هنا.,欢迎各位朋友，回去还是在这里做什么。,歓迎各位の方、帰るかここで何をするか。,"Welcome, everyone, are you going to leave or do something here?"
339,"Bruh, skibidi outta here, sigma style","Hombre, skibidi fuera de aquí, estilo sigma","أهلاً بكم, أخرجوا من هنا, سايغما","欢迎你们, 请离开这里, ไซ格玛",歓迎いたします、 ここを出てください、サイガマ,"You are welcome, please leave here, Siga Ma."
340,"Bro, whole squad waitin’","Hermano, toda la escuadra está esperando.","أخ, كل الفريق ينتظر.","兄弟, 全队都在等待。",兄弟、全員が待っている。,All my brothers are waiting.
341,"Sis, lowkey flexin’","Sí, estoy mostrando un poco de orgullo.",نعم، أظهر بعض الشغف.,是的，表现出了一些热情。,はい、少しの熱意を示しました。,"Yes, I showed a little enthusiasm."
342,"Yo, this vibe is straight mid","Yo, esta vibra es directa y del medio.",أنا، هذه الفائقة مباشرة ووسطى.,我是直接和中立的。,私は直接かつ中立的なものである。,I am direct and neutral.
343,"Fam, stop cappin’, lowkey annoyed","Hombre, deja de hablar por hablar, estoy un poco molesto.","أهلاً بكم,  إنه من الأفضل أن تتحدث بجدية, أنا قليلًا متوتر.","欢迎你们,  他说得很好, 我有点紧张。",ようこそ、  彼はとてもうまく話す、 私は少し緊張している。,"Welcome, he speaks very well, I am a bit nervous."
344,"Sis, IRL you fold faster than a Walmart chair","Sí, en la vida real, doblas más rápido que una silla de Walmart.",نعم، في الحياة الحقيقية، تدوّرت أكثر من كرسي في وول مارت.,是的，在现实生活中，沃尔玛有很多座位。,実際には、現実の生活の中でウォルマートは多くの席がある。,"In reality, Walmart has many locations in real life."
345,"Sis, this vibe is straight mid","Hija, esta vibra es completamente normal.",بنت، هذه الترددات هي طبيعية تمامًا.,这是一种完全自然的频率。,これは完全に自然な周波数です。,This is a completely natural frequency.
346,"Bruh, whole squad waitin’","Hombre, toda la pandilla está esperando.",أهلاً يا رجل، كل المجموعة منتظرة.,欢迎您，先生，所有团队都在等待。,ようこそ、先生、全てのチームは待っています。,"Welcome, teacher, all teams are waiting for you."
347,"Yo, touch some grass","Yo, toco un poco de hierba","أنا, أضرب قليلا من النبات",我稍微剪了一些植物,私は少し草を切りました。,I cut a little grass.
