sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword,start_offset,end_offset
"friend #1: hey, did you get some last night? friend #2: naaaaah, bad moon rising",bad moon rising,slang,lm_lexicon_slang,0,1,65,80
"that sexy guy just told her he wants to get inside of her, she must be moist",moist,slang,lm_lexicon_slang,1,0,71,76
"""your acting bookie",bookie,slang,lm_lexicon_slang,1,0,13,19
he would rather spend time polishing the bayonet than get laid,polishing the bayonet,slang,lm_lexicon_slang,0,1,27,48
wow that guy has a big clawhammer damn he could satisfy a blue whale with that clawhammer,clawhammer,slang,lm_lexicon_slang,1,0,23,33
"burkhard brennacher, gedeon burkhard",burkhard,slang,lm_lexicon_slang,1,0,0,8
"riot grrrl bands: ex-girl, pussycat trash, le tigre, bikini kill, voodoo dolls, huggy bear, the butchies,",riot grrrl,slang,lm_lexicon_slang,0,1,0,10
"nick: you need to take a hit of this [dank] ass shit, captains orders",captains orders,slang,lm_lexicon_slang,0,1,54,69
"look little george hasn't shaved in a while, he's becoming a bushi",bushi,slang,lm_lexicon_slang,1,0,61,66
"danielle, why'd you ask that random guy, reading under a tree out? you just pulled a britina",britina,slang,lm_lexicon_slang,1,0,85,92
"gatterhead: im bare gattered other gatterhead: isit, buy me a gatter then? gatterhead: yeh get your gatter on",gatter,slang,lm_lexicon_slang,1,0,0,6
christ fister rule,christ fister,slang,lm_lexicon_slang,0,1,0,13
"now fucking way, that was a mathemagical card on the river",mathemagical,slang,lm_lexicon_slang,1,0,28,40
i grabbed a dickhead switch to defend myself,dickhead switch,slang,lm_lexicon_slang,0,1,12,27
"hey, i agred wit u, k",agred,slang,lm_lexicon_slang,1,0,7,12
"when riding down the mountain, the snowboarder turned around and started riding fakie",fakie,slang,lm_lexicon_slang,1,0,80,85
he had an english crumpet for breakfast,english crumpet,slang,lm_lexicon_slang,0,1,10,25
hannah brown is a cockaholic,cockaholic,slang,lm_lexicon_slang,1,0,18,28
he cut a serious cable this morning,cable,slang,lm_lexicon_slang,1,0,17,22
are you sure that was the month-old pot roast you put in that gumbo because i swear i saw something swimming in my bowl when i stuck my spoon in?,gumbo,slang,lm_lexicon_slang,1,0,62,67
i'm so glad that my midwife helped me while i was in labor,midwife,slang,lm_lexicon_slang,1,0,20,27
"that geqr just raped you, man",geqr,slang,lm_lexicon_slang,1,0,5,9
those shoes are aceic,aceic,slang,lm_lexicon_slang,1,0,16,21
you may be a digital douchebag if you: 1,digital douchebag,slang,lm_lexicon_slang,0,1,13,30
i spent all my birthday money on licky,licky,slang,lm_lexicon_slang,1,0,33,38
tom cruise is such a carsten,carsten,slang,lm_lexicon_slang,1,0,21,28
"wow that guy is awesome, yeah he's a regular amedeo dirocco",amedeo dirocco,slang,lm_lexicon_slang,0,1,45,59
tommy got a persian gas mask last nite,persian gas mask,slang,lm_lexicon_slang,0,1,12,28
what the problems with all this gouge coming from your mouth,gouge,slang,lm_lexicon_slang,1,0,32,37
just teach your children to appreciate what they have in kingwood,kingwood,slang,lm_lexicon_slang,1,0,57,65
i didn't play football with my friends today because i was all cookied out,cookied out,slang,lm_lexicon_slang,0,1,63,74
"""oh peter, you evilcow",evilcow,slang,lm_lexicon_slang,1,0,15,22
"""1) i stuck it in her twat",twat,slang,lm_lexicon_slang,1,0,22,26
hussam protected me,hussam,slang,lm_lexicon_slang,1,0,0,6
that guy's such a covenn,covenn,slang,lm_lexicon_slang,1,0,18,24
din fedda,fedda,slang,lm_lexicon_slang,1,0,4,9
did you see the bog head driving that jeep with rims? i thought jeeps were made to go off terrain?,bog head,slang,lm_lexicon_slang,0,1,16,24
one day i will have a pet crow,crow,slang,lm_lexicon_slang,1,0,26,30
"guy: i was on deviantart the other day, my picture got six views",deviantart,slang,lm_lexicon_slang,1,0,14,24
nixon ford '72 sock it to me,sock it to me,slang,lm_lexicon_slang,0,1,15,28
"a delegative leader, he tends to entrust others with decision-making and responsibility",delegative,slang,lm_lexicon_slang,1,0,2,12
the ladies on inuyasha have 2 look out for miroku,miroku,slang,lm_lexicon_slang,1,0,43,49
we must steal his balls back from the dorgon before it's too late,dorgon,slang,lm_lexicon_slang,1,0,38,44
my wife was on the rag so i gave her a cherry swirl with a candy cane,cherry swirl,slang,lm_lexicon_slang,0,1,39,51
"all my teachers want to tell me how bad an idea anarchy would be, when i already know that",anarchy,slang,lm_lexicon_slang,1,0,48,55
drinking is never a problem,drinking,slang,lm_lexicon_slang,1,0,0,8
20 bitch ass mufuckas step to da crew - bout ta be a knuck feast in here,knuck feast,slang,lm_lexicon_slang,0,1,53,64
"man, last night yesterday that girl sat on my golden throne",golden throne,slang,lm_lexicon_slang,0,1,46,59
i really need some apa tonight,apa,slang,lm_lexicon_slang,1,0,19,22
person 1: what's that game kev loves to lose? person 2: oh he likes playing huynh,huynh,slang,lm_lexicon_slang,1,0,76,81
her boyfriend totally gave her an ear infucktion after their our sex fest last night,ear infucktion,slang,lm_lexicon_slang,0,1,34,48
o made yesterday i ate a bead and it became a butt nuget,butt nuget,slang,lm_lexicon_slang,0,1,46,56
did you see bazza last night? he was totally boswelled,boswelled,slang,lm_lexicon_slang,1,0,45,54
"""have you heard that new song ""entropy now"" by captchacore band enthalpy footnote? naw man, i've been too busy listening to cerebra planets",captchacore,slang,lm_lexicon_slang,1,0,47,58
dont fuck with me or i'll have you looking like a pez dispenser,pez dispenser,slang,lm_lexicon_slang,0,1,50,63
sam was gung ho about getting those packages on the truck before his shift was over,gung ho,slang,lm_lexicon_slang,0,1,8,15
"""as a noun: ""this really hot girl wants to give me the lurps",lurps,slang,lm_lexicon_slang,1,0,55,60
oh my gosh m8 that was such a foye move,foye,slang,lm_lexicon_slang,1,0,30,34
that chick was all up on my junk,junk,slang,lm_lexicon_slang,1,0,28,32
"the ku klux klan is a bunch of fucktards in white bedsheets, with a wide membership",ku klux klan,slang,lm_lexicon_slang,0,1,4,16
hot saucing is just one of the many forms of child punishment in a proposed bill to portect children from unusual punishments,hot saucing,slang,lm_lexicon_slang,0,1,0,11
"""hey how was your trip to tokyo? ""it was great; i got a pacific rim job at this club",pacific rim job,slang,lm_lexicon_slang,0,1,56,71
you better be wearing your goggles because your face is getting an english pancake tonight,english pancake,slang,lm_lexicon_slang,0,1,67,82
dont try to krump you're just a server,krump,slang,lm_lexicon_slang,1,0,12,17
you smell like a bazzy,bazzy,slang,lm_lexicon_slang,1,0,17,22
"damn, that kid is so bulge",bulge,slang,lm_lexicon_slang,1,0,21,26
"excuse me, but i have to go make a foofy real quick",foofy,slang,lm_lexicon_slang,1,0,35,40
"(me)you know jacksonville the home of wes borland, dirty, limp bizkit, red jumpsuit apparatus, lynrd skynryd, yellow card, 38 special, and me",jacksonville,slang,lm_lexicon_slang,1,0,13,25
"person 1: hey, let's go to jacksonville for vacation",jacksonville,slang,lm_lexicon_slang,1,0,27,39
playing with your beefhole makes it all soggy,beefhole,slang,lm_lexicon_slang,1,0,18,26
"spot me a few yods mate, i'm skint",yods,slang,lm_lexicon_slang,1,0,14,18
"tom: that 96ing positions felt akward last night karla: yeah, the back of my head smell like poop",96ing,slang,lm_lexicon_slang,1,0,10,15
like that song is cangri or she is cangri(actually said in spanish),cangri,slang,lm_lexicon_slang,1,0,18,24
after 23 shots jeffrey showed a fierce asian burn,asian burn,slang,lm_lexicon_slang,0,1,39,49
today in gym i saw lunch box's little pink butter tits,butter tits,slang,lm_lexicon_slang,0,1,43,54
"i havn't been doing much lately, just been coolin ya know",coolin,slang,lm_lexicon_slang,1,0,43,49
"man, i'm daffyed after that bank robbery",daffyed,slang,lm_lexicon_slang,1,0,9,16
shawn had ultra sex in prison,ultra sex,slang,lm_lexicon_slang,0,1,10,19
"is she 404 or 770? 404, a-town all da way",404,slang,lm_lexicon_slang,1,0,7,10
architect 1: look that dude's cockslapping the mona lisa,cockslapping the mona lisa,slang,lm_lexicon_slang,0,1,30,56
that fly chick i took home last night was all about me; but man i slid my hand down and grabbed up a fistful of catfish nuggets,catfish nuggets,slang,lm_lexicon_slang,0,1,112,127
"if you're wearing a pink polo, wranglers and cowboy boots, you're probably an abercrombie redneck",abercrombie redneck,slang,lm_lexicon_slang,0,1,78,97
"""i would walk down the street with other humans, but my aspergia makes it impossible",aspergia,slang,lm_lexicon_slang,1,0,56,64
count grishnack is know for his infamous acts and his works of his ambient black metal band burzum,count grishnack,slang,lm_lexicon_slang,0,1,0,15
"""oh god, i just pulled a boosie-foosie",boosie-foosie,slang,lm_lexicon_slang,0,1,25,38
"""blaine you're the greatest bear seducer i know ""the trick is having a whale penis""""",bear seducer,slang,lm_lexicon_slang,0,1,28,40
"""suck my dickmeat",dickmeat,slang,lm_lexicon_slang,1,0,9,17
"""a true blue pinoy, who wrote a definition of pinoy, is not a pinoy",pinoy,slang,lm_lexicon_slang,1,0,13,18
thats so dankless get this dankless kid out of here,dankless,slang,lm_lexicon_slang,1,0,9,17
let's go play foosball,foosball,slang,lm_lexicon_slang,1,0,14,22
"when my wife and i have sex, i german captain in my own mouth",german captain,slang,lm_lexicon_slang,0,1,31,45
"""yo that biatch was a grimball",grimball,slang,lm_lexicon_slang,1,0,22,30
jonathon: you are a dritty grill,dritty grill,slang,lm_lexicon_slang,0,1,20,32
this aloof individual broke many hearts and crushed many dreams,aloof,slang,lm_lexicon_slang,1,0,5,10
caris is my favourite character,caris,slang,lm_lexicon_slang,1,0,0,5
i had a dream about gaby agius last night,gaby agius,slang,lm_lexicon_slang,0,1,20,30
"yo she sucking the shit out that chicken bone, yo slow down count fatcula",count fatcula,slang,lm_lexicon_slang,0,1,60,73
castaic sucks,castaic,slang,lm_lexicon_slang,1,0,0,7
"""i totally got to 100th base the other day ""jesus christ",100th base,slang,lm_lexicon_slang,0,1,18,28
shup yo batty creeb he is a total batty creeb,batty creeb,slang,lm_lexicon_slang,0,1,8,19
stop being such a dick sauce,dick sauce,slang,lm_lexicon_slang,0,1,18,28
i wish every girl could be like an aiyonna,aiyonna,slang,lm_lexicon_slang,1,0,35,42
check out the mansauce in the tight jeans,mansauce,slang,lm_lexicon_slang,1,0,14,22
"developer: oh no, ray the architect wants me to build this bit of architectware - apparently it will only take me a week",architectware,slang,lm_lexicon_slang,1,0,66,79
daymmm girll you are so bodignious,bodignious,slang,lm_lexicon_slang,1,0,24,34
a stink nugget almost slipped out of timmy's ass while he was performing the dutch pantry on jamie,dutch pantry,slang,lm_lexicon_slang,0,1,77,89
benji madden is brother to joel madden who is going out with hilary duff,benji madden,slang,lm_lexicon_slang,0,1,0,12
"before copernicus and modern physics, people thought that the earth was as flat as a tesa",tesa,slang,lm_lexicon_slang,1,0,85,89
give me the strength of karin,karin,slang,lm_lexicon_slang,1,0,24,29
max is a love child,love child,slang,lm_lexicon_slang,0,1,9,19
emily: btk bob: welcome back,btk,slang,lm_lexicon_slang,1,0,7,10
shannon is houlisinating from that ectasty,ectasty,slang,lm_lexicon_slang,1,0,35,42
"""stoney: ""man, damo is such a chussie",chussie,slang,lm_lexicon_slang,1,0,30,37
he used his spork to clean out his anal sludge during lunch,anal sludge,slang,lm_lexicon_slang,0,1,35,46
eleventy-seven red balloons go by,eleventy-seven,slang,lm_lexicon_slang,0,1,0,14
george w bush is a bit of a knob jockey,knob jockey,slang,lm_lexicon_slang,0,1,28,39
"husain your so hot, fuck me",husain,slang,lm_lexicon_slang,1,0,0,6
damn that kyro has a big snuff,big snuff,slang,lm_lexicon_slang,0,1,21,30
"ma, pasame unos chuchitos",chuchitos,slang,lm_lexicon_slang,1,0,16,25
stfu or ill beat you with my bari sax ill sax your face off,bari sax,slang,lm_lexicon_slang,0,1,29,37
"hey she must be a trendy nah man she aint a chav, shes a glam",a glam,slang,lm_lexicon_slang,0,1,55,61
"fedney is a great person, with a good sense of humor",fedney,slang,lm_lexicon_slang,1,0,0,6
orrale esse lets go to the chante,chante,slang,lm_lexicon_slang,1,0,27,33
"hey man lets smoke up, because bealeton is so boring we have nothing else to look forward to",bealeton,slang,lm_lexicon_slang,1,0,31,39
oh you dilbum,dilbum,slang,lm_lexicon_slang,1,0,7,13
"""dude did you see me just pwn that guy?"" ""yea he's a total 420 noob",420 noob,slang,lm_lexicon_slang,0,1,59,67
woman: hey devin is a real bunny fufu isnt he? man: yes he is,bunny fufu,slang,lm_lexicon_slang,0,1,27,37
delusionist equals a menace to the goodness of humanity,delusionist,slang,lm_lexicon_slang,1,0,0,11
bobby looks better with his shiny chieskop,chieskop,slang,lm_lexicon_slang,1,0,34,42
"""1) naley are the greatest couple in television history",naley,slang,lm_lexicon_slang,1,0,4,9
julian: i bet those basketball sketchers just came back from nevs,sketchers,slang,lm_lexicon_slang,1,0,31,40
bo jackson was a jack of all trades being amazing at baseballand football,jack of all trades,slang,lm_lexicon_slang,0,1,17,35
i keep paying in bills and now i'm so coinstipated that my wallet feels like it's about to explode,coinstipated,slang,lm_lexicon_slang,1,0,38,50
"man, i tried the benadryl challenge with 6 pills yesterday, but i passed out cock-in-hand in front of my laptop with asian porn on",benadryl challenge,slang,lm_lexicon_slang,0,1,17,35
"the other night, i had an nps experience when my car slid on a patch of ice going into a tunnel",nps experience,slang,lm_lexicon_slang,0,1,26,40
nathan is a big coconut,coconut,slang,lm_lexicon_slang,1,0,16,23
i found a bunch of riders on bykespace,bykespace,slang,lm_lexicon_slang,1,0,29,38
lolmao you suck,lolmao,slang,lm_lexicon_slang,1,0,0,6
"pull your duds up man, your arse is showing",duds,slang,lm_lexicon_slang,1,0,10,14
kpop and cpop are synonymous,cpop,slang,lm_lexicon_slang,1,0,9,13
i went to see you mom in the hospital after i gave her an angry stapler,angry stapler,slang,lm_lexicon_slang,0,1,58,71
you're looking very clitocious today,clitocious,slang,lm_lexicon_slang,1,0,20,30
i made the mistake of falling in love with a man eater,man eater,slang,lm_lexicon_slang,0,1,45,54
"nothing he said made sense, it was just a bunch of flabjabbery",flabjabbery,slang,lm_lexicon_slang,1,0,51,62
"petter: wow, trym i wish you were more like anders georg",anders georg,slang,lm_lexicon_slang,0,1,44,56
"""morty, you are such an ass-toddle ""yeah, well",ass-toddle,slang,lm_lexicon_slang,0,1,24,34
man: that food i made was bobbon,bobbon,slang,lm_lexicon_slang,1,0,26,32
cauff,cauff,slang,lm_lexicon_slang,1,0,0,5
i wanna fuck an andrew clements,andrew clements,slang,lm_lexicon_slang,0,1,16,31
i got milk last night,got milk,slang,lm_lexicon_slang,0,1,2,10
"girl 1: so what happened to you and melissa? girl 2: oh, that bitch pulled an anne heche on me and married some dude she met at wal-mart",anne heche,slang,lm_lexicon_slang,0,1,78,88
pussy admirer: man that girl has such a bomb ass pussy,bomb ass pussy,slang,lm_lexicon_slang,0,1,40,54
after the big win the whole squad went a party and lizzie and debbie had cheerleader celebration,cheerleader celebration,slang,lm_lexicon_slang,0,1,73,96
person 1: did you see lost last wednesday night on abc? person 2: hell yeah,lost,slang,lm_lexicon_slang,1,0,22,26
"in homestuck, a brand of cake mix one of the main characters dislikes becomes a interdimensional empire in an alternate universe, hussian foreshadowing at its finest",hussian foreshadowing,slang,lm_lexicon_slang,0,1,130,151
"emo-goth-punk bands: good charlotte, my chemical romance",emo-goth-punk,slang,lm_lexicon_slang,0,1,0,13
try flavored yogurt; it's the bees' knees,bees' knees,slang,lm_lexicon_slang,0,1,30,41
